OrderID,OrderDate,CustomerName,Product,Category,Region,Quantity,UnitPrice,Sales
ORD-10309,2024-10-21,Sam Patel,Notebook Pack,Office Supplies,West,4,12.87,51.48
ORD-10310,2024-08-26,Emerson Walsh,Desk,Furniture,North,4,202.84,811.36
ORD-10311,2024-11-23,Rowan Pierce,Keyboard,Accessories,West,5,51.88,259.4
ORD-10312,2024-03-04,Emerson Walsh,Keyboard,Accessories,West,1,49.65,49.65
ORD-10313,2024-12-29,Avery Chen,Headphones,Accessories,North,3,77.31,231.93
ORD-10314,2024-05-08,Riley Quinn,Notebook Pack,Office Supplies,North,1,13.5,13.5
ORD-10315,2024-09-30,Sam Patel,Keyboard,Accessories,West,5,50.61,253.05
ORD-10316,2024-03-28,Blake Foster,Desk Lamp,Office Supplies,North,2,36.54,73.08
ORD-10317,2024-02-11,Jordan Lee,Desk Lamp,Office Supplies,North,1,33.38,33.38
ORD-10318,2024-11-12,Alex Rivera,Mouse,Accessories,South,4,25.66,102.64
ORD-10319,2024-09-04,Avery Chen,Notebook Pack,Office Supplies,South,3,12.72,38.16
ORD-10320,2024-03-21,Skyler Adams,Headphones,Accessories,South,1,79.62,79.62
ORD-10321,2024-11-06,Casey Nguyen,Printer,Office Supplies,North,3,129.53,388.59
ORD-10322,2024-07-23,Casey Nguyen,Desk,Furniture,North,3,204.67,614.01
ORD-10323,2024-05-03,Skyler Adams,Notebook Pack,Office Supplies,East,3,13.07,39.21
ORD-10324,2024-02-19,Jordan Lee,Headphones,Accessories,North,2,79.59,159.18
ORD-10325,2024-05-07,Morgan Ellis,Chair,Furniture,North,4,155.45,621.8
ORD-10326,2024-03-22,Hayden Cole,Desk Lamp,Office Supplies,South,2,35.76,71.52
ORD-10327,2024-01-12,Sam Patel,Printer,Office Supplies,South,4,134.92,539.68
ORD-10328,2024-04-20,Rowan Pierce,Notebook Pack,Office Supplies,North,2,12.93,25.86
ORD-10329,2024-11-01,Hayden Cole,Laptop,Electronics,North,4,859.54,3438.16
ORD-10330,2024-08-08,Casey Nguyen,Notebook Pack,Office Supplies,North,1,12.35,12.35
ORD-10331,2024-01-24,Reese Morgan,Desk,Furniture,East,3,205.27,615.81
ORD-10332,2024-10-10,Cameron Blake,Desk Lamp,Office Supplies,East,3,35.21,105.63
ORD-10333,2024-05-23,Blake Foster,Chair,Furniture,East,5,150.05,750.25
ORD-10334,2024-07-10,Drew Santos,Keyboard,Accessories,North,4,52.36,209.44
ORD-10335,2024-07-24,Emerson Walsh,Keyboard,Accessories,East,5,48.49,242.45
ORD-10336,2024-08-30,Emerson Walsh,Laptop,Electronics,South,3,858.49,2575.47
ORD-10337,2024-03-12,Drew Santos,Keyboard,Accessories,North,5,50.52,252.6
ORD-10338,2024-06-02,Rowan Pierce,Keyboard,Accessories,North,5,49.45,247.25
ORD-10339,2024-09-07,Rowan Pierce,Notebook Pack,Office Supplies,North,5,13.42,67.1
ORD-10340,2024-06-18,Taylor Brooks,Printer,Office Supplies,South,3,134.09,402.27
ORD-10341,2024-11-01,Hayden Cole,Desk Lamp,Office Supplies,North,1,34.32,34.32
ORD-10342,2024-10-25,Hayden Cole,Desk Lamp,Office Supplies,West,1,35.26,35.26
ORD-10343,2024-07-13,Casey Nguyen,Notebook Pack,Office Supplies,West,5,13.16,65.8
ORD-10344,2024-04-07,Alex Rivera,Laptop,Electronics,South,1,906.52,906.52
ORD-10345,2024-12-19,Riley Quinn,Desk,Furniture,South,4,198.37,793.48
ORD-10346,2024-02-01,Casey Nguyen,Notebook Pack,Office Supplies,West,4,13.35,53.4
ORD-10347,2024-09-26,Reese Morgan,Notebook Pack,Office Supplies,North,4,12.76,51.04
ORD-10348,2024-06-24,Finley Grant,Keyboard,Accessories,North,5,49.79,248.95
ORD-10349,2024-05-06,Jamie Torres,Headphones,Accessories,North,2,80.87,161.74
ORD-10350,2024-05-27,Riley Quinn,Mouse,Accessories,South,3,26.09,78.27
ORD-10351,2024-05-20,Cameron Blake,Desk,Furniture,East,5,199.59,997.95
ORD-10352,2024-07-21,Parker Kim,Desk Lamp,Office Supplies,West,4,35.61,142.44
ORD-10353,2024-06-26,Skyler Adams,Headphones,Accessories,North,1,76.33,76.33
ORD-10354,2024-05-18,Finley Grant,Printer,Office Supplies,North,5,126.27,631.35
ORD-10355,2024-05-02,Avery Chen,Keyboard,Accessories,East,5,48.04,240.2
ORD-10356,2024-01-27,Taylor Brooks,Notebook Pack,Office Supplies,South,2,12.63,25.26
ORD-10357,2024-12-14,Casey Nguyen,Desk,Furniture,East,1,204.34,204.34
ORD-10358,2024-07-27,Hayden Cole,Notebook Pack,Office Supplies,South,2,13.61,27.22
ORD-10359,2024-06-13,Cameron Blake,Mouse,Accessories,East,3,25.63,76.89
ORD-10360,2024-09-30,Jordan Lee,Monitor,Electronics,West,2,253.8,507.6
ORD-10361,2024-01-19,Reese Morgan,Chair,Furniture,South,2,155.72,311.44
ORD-10362,2024-01-20,Alex Rivera,Keyboard,Accessories,North,3,52.17,156.51
ORD-10363,2024-05-25,Skyler Adams,Desk Lamp,Office Supplies,South,3,35.35,106.05
ORD-10364,2024-05-19,Riley Quinn,Keyboard,Accessories,East,4,51.74,206.96
ORD-10365,2024-11-27,Jamie Torres,Desk,Furniture,West,4,193.24,772.96
ORD-10366,2024-10-17,Riley Quinn,Laptop,Electronics,West,3,921.29,2763.87
ORD-10367,2024-08-06,Emerson Walsh,Desk Lamp,Office Supplies,North,4,36.24,144.96
ORD-10368,2024-04-04,Casey Nguyen,Monitor,Electronics,South,1,247.51,247.51
ORD-10369,2024-05-13,Reese Morgan,Desk,Furniture,West,1,208.71,208.71
ORD-10370,2024-06-03,Rowan Pierce,Printer,Office Supplies,East,3,133.29,399.87
ORD-10371,2024-02-01,Taylor Brooks,Headphones,Accessories,South,2,81.22,162.44
ORD-10372,2024-12-26,Cameron Blake,Headphones,Accessories,East,5,77.27,386.35
ORD-10373,2024-04-22,Casey Nguyen,Headphones,Accessories,South,2,78.93,157.86
ORD-10374,2024-07-10,Quinn Harper,Keyboard,Accessories,South,5,49.76,248.8
ORD-10375,2024-05-06,Blake Foster,Notebook Pack,Office Supplies,East,2,13.38,26.76
ORD-10376,2024-02-09,Rowan Pierce,Notebook Pack,Office Supplies,East,3,12.92,38.76
ORD-10377,2024-04-13,Rowan Pierce,Laptop,Electronics,West,5,929.58,4647.9
ORD-10378,2024-08-14,Taylor Brooks,Keyboard,Accessories,West,5,49.13,245.65
ORD-10379,2024-08-16,Jordan Lee,Desk Lamp,Office Supplies,South,5,34.95,174.75
ORD-10380,2024-10-15,Jordan Lee,Keyboard,Accessories,South,4,50.06,200.24
ORD-10381,2024-05-10,Alex Rivera,Headphones,Accessories,West,4,81.78,327.12
ORD-10382,2024-06-25,Sam Patel,Desk Lamp,Office Supplies,East,4,33.5,134.0
ORD-10383,2024-01-17,Cameron Blake,Monitor,Electronics,South,4,262.14,1048.56
ORD-10384,2024-07-10,Reese Morgan,Keyboard,Accessories,South,4,51.33,205.32
ORD-10385,2024-03-09,Parker Kim,Chair,Furniture,East,5,148.12,740.6
ORD-10386,2024-09-27,Casey Nguyen,Keyboard,Accessories,West,4,52.45,209.8
ORD-10387,2024-08-25,Finley Grant,Laptop,Electronics,South,3,923.05,2769.15
ORD-10388,2024-05-06,Skyler Adams,Notebook Pack,Office Supplies,North,2,12.83,25.66
ORD-10389,2024-01-17,Quinn Harper,Keyboard,Accessories,East,1,48.87,48.87
ORD-10390,2024-10-31,Jordan Lee,Mouse,Accessories,South,1,24.26,24.26
ORD-10391,2024-05-05,Jordan Lee,Desk Lamp,Office Supplies,South,1,35.59,35.59
ORD-10392,2024-01-29,Casey Nguyen,Printer,Office Supplies,North,2,126.54,253.08
ORD-10393,2024-06-12,Rowan Pierce,Mouse,Accessories,North,5,25.78,128.9
ORD-10394,2024-12-04,Emerson Walsh,Mouse,Accessories,West,2,24.49,48.98
ORD-10395,2024-10-12,Rowan Pierce,Chair,Furniture,West,1,147.0,147.0
ORD-10396,2024-06-25,Reese Morgan,Chair,Furniture,North,1,150.83,150.83
ORD-10397,2024-07-11,Morgan Ellis,Chair,Furniture,South,3,148.61,445.83
ORD-10398,2024-12-28,Casey Nguyen,Mouse,Accessories,South,3,25.86,77.58
ORD-10399,2024-10-12,Emerson Walsh,Laptop,Electronics,West,4,905.6,3622.4
ORD-10400,2024-06-18,Sam Patel,Chair,Furniture,South,2,146.13,292.26
ORD-10401,2024-01-27,Jamie Torres,Desk,Furniture,South,2,191.84,383.68
ORD-10402,2024-04-06,Rowan Pierce,Desk Lamp,Office Supplies,West,1,35.35,35.35
ORD-10403,2024-06-04,Alex Rivera,Printer,Office Supplies,West,3,126.21,378.63
ORD-10404,2024-09-02,Avery Chen,Mouse,Accessories,West,1,26.14,26.14
ORD-10405,2024-06-13,Cameron Blake,Chair,Furniture,South,5,156.22,781.1
ORD-10406,2024-06-06,Jamie Torres,Printer,Office Supplies,North,3,130.43,391.29
ORD-10407,2024-02-20,Hayden Cole,Notebook Pack,Office Supplies,North,4,13.49,53.96
ORD-10408,2024-01-24,Rowan Pierce,Mouse,Accessories,West,4,24.67,98.68
ORD-10409,2024-10-26,Rowan Pierce,Keyboard,Accessories,South,5,47.57,237.85
ORD-10410,2024-04-27,Reese Morgan,Headphones,Accessories,West,3,77.21,231.63
ORD-10411,2024-05-11,Hayden Cole,Printer,Office Supplies,South,3,130.65,391.95
ORD-10412,2024-03-27,Casey Nguyen,Printer,Office Supplies,South,3,125.68,377.04
ORD-10413,2024-11-24,Jordan Lee,Keyboard,Accessories,East,5,52.07,260.35
ORD-10414,2024-01-04,Quinn Harper,Monitor,Electronics,West,1,261.12,261.12
ORD-10415,2024-01-05,Riley Quinn,Mouse,Accessories,South,2,23.91,47.82
ORD-10416,2024-09-04,Hayden Cole,Desk,Furniture,East,5,191.2,956.0
ORD-10417,2024-01-07,Alex Rivera,Laptop,Electronics,North,4,902.89,3611.56
ORD-10418,2024-09-14,Quinn Harper,Notebook Pack,Office Supplies,West,1,13.61,13.61
ORD-10419,2024-03-17,Avery Chen,Monitor,Electronics,West,5,260.44,1302.2
ORD-10420,2024-05-16,Reese Morgan,Desk Lamp,Office Supplies,East,3,35.08,105.24
ORD-10421,2024-10-16,Avery Chen,Desk,Furniture,West,4,209.18,836.72
ORD-10422,2024-11-30,Jordan Lee,Headphones,Accessories,East,1,81.46,81.46
ORD-10423,2024-08-31,Jordan Lee,Chair,Furniture,East,5,148.18,740.9
ORD-10424,2024-11-26,Drew Santos,Keyboard,Accessories,East,4,47.9,191.6
ORD-10425,2024-04-18,Rowan Pierce,Notebook Pack,Office Supplies,South,2,13.53,27.06
ORD-10426,2024-12-16,Jamie Torres,Headphones,Accessories,East,1,76.36,76.36
ORD-10427,2024-01-09,Riley Quinn,Keyboard,Accessories,West,3,52.13,156.39
ORD-10428,2024-03-24,Rowan Pierce,Chair,Furniture,West,3,156.42,469.26
ORD-10429,2024-12-12,Finley Grant,Desk Lamp,Office Supplies,North,4,36.16,144.64
ORD-10430,2024-12-18,Sam Patel,Chair,Furniture,North,2,153.82,307.64
ORD-10431,2024-02-08,Drew Santos,Laptop,Electronics,South,2,863.78,1727.56
ORD-10432,2024-08-18,Hayden Cole,Desk,Furniture,West,3,190.58,571.74
ORD-10433,2024-08-09,Morgan Ellis,Desk,Furniture,South,4,201.05,804.2
ORD-10434,2024-05-06,Sam Patel,Monitor,Electronics,East,3,256.79,770.37
ORD-10435,2024-07-18,Drew Santos,Headphones,Accessories,North,2,77.22,154.44
ORD-10436,2024-08-15,Parker Kim,Monitor,Electronics,North,3,239.78,719.34
ORD-10437,2024-08-08,Skyler Adams,Monitor,Electronics,South,2,240.8,481.6
ORD-10438,2024-10-10,Sam Patel,Monitor,Electronics,North,3,238.15,714.45
ORD-10439,2024-07-17,Sam Patel,Chair,Furniture,West,4,142.68,570.72
ORD-10440,2024-03-27,Casey Nguyen,Desk Lamp,Office Supplies,North,4,35.06,140.24
ORD-10441,2024-02-02,Morgan Ellis,Headphones,Accessories,South,2,78.14,156.28
ORD-10442,2024-02-09,Parker Kim,Headphones,Accessories,North,4,79.36,317.44
ORD-10443,2024-10-31,Blake Foster,Mouse,Accessories,West,4,25.54,102.16
ORD-10444,2024-01-04,Reese Morgan,Printer,Office Supplies,North,3,124.88,374.64
ORD-10445,2024-08-13,Drew Santos,Desk Lamp,Office Supplies,South,3,34.57,103.71
ORD-10446,2024-11-04,Riley Quinn,Desk Lamp,Office Supplies,South,3,33.72,101.16
ORD-10447,2024-06-12,Cameron Blake,Desk,Furniture,South,4,193.54,774.16
ORD-10448,2024-07-11,Jamie Torres,Desk Lamp,Office Supplies,South,3,35.98,107.94
ORD-10449,2024-04-12,Rowan Pierce,Desk,Furniture,West,5,192.27,961.35
ORD-10450,2024-12-28,Riley Quinn,Notebook Pack,Office Supplies,South,4,12.38,49.52
ORD-10451,2024-07-28,Hayden Cole,Headphones,Accessories,West,1,82.64,82.64
ORD-10452,2024-08-04,Reese Morgan,Headphones,Accessories,East,2,77.93,155.86
ORD-10453,2024-10-25,Reese Morgan,Printer,Office Supplies,South,4,136.37,545.48
ORD-10454,2024-12-25,Finley Grant,Notebook Pack,Office Supplies,East,3,12.39,37.17
ORD-10455,2024-03-26,Blake Foster,Monitor,Electronics,East,3,256.71,770.13
ORD-10456,2024-06-18,Quinn Harper,Desk Lamp,Office Supplies,East,4,36.68,146.72
ORD-10457,2024-09-18,Emerson Walsh,Laptop,Electronics,West,2,863.86,1727.72
ORD-10458,2024-12-13,Rowan Pierce,Printer,Office Supplies,West,4,128.35,513.4
ORD-10459,2024-02-23,Cameron Blake,Desk,Furniture,South,4,209.94,839.76
ORD-10460,2024-06-27,Cameron Blake,Monitor,Electronics,North,2,240.39,480.78
ORD-10461,2024-09-04,Parker Kim,Printer,Office Supplies,South,5,133.69,668.45
ORD-10462,2024-06-12,Sam Patel,Monitor,Electronics,North,4,248.44,993.76
ORD-10463,2024-01-12,Drew Santos,Laptop,Electronics,East,1,927.91,927.91
ORD-10464,2024-09-21,Morgan Ellis,Keyboard,Accessories,West,2,52.14,104.28
ORD-10465,2024-04-28,Reese Morgan,Desk,Furniture,West,4,201.19,804.76
ORD-10466,2024-07-21,Alex Rivera,Keyboard,Accessories,West,4,50.69,202.76
ORD-10467,2024-01-03,Riley Quinn,Printer,Office Supplies,West,4,131.19,524.76
ORD-10468,2024-10-22,Taylor Brooks,Headphones,Accessories,West,1,82.01,82.01
ORD-10469,2024-02-28,Jamie Torres,Desk,Furniture,South,4,196.51,786.04
ORD-10470,2024-11-01,Reese Morgan,Notebook Pack,Office Supplies,South,3,13.6,40.8
ORD-10471,2024-08-22,Blake Foster,Desk Lamp,Office Supplies,West,3,33.64,100.92
ORD-10472,2024-02-13,Casey Nguyen,Headphones,Accessories,North,5,83.34,416.7
ORD-10473,2024-04-03,Parker Kim,Monitor,Electronics,West,1,243.45,243.45
ORD-10474,2024-03-11,Rowan Pierce,Notebook Pack,Office Supplies,South,5,12.85,64.25
ORD-10475,2024-12-21,Morgan Ellis,Chair,Furniture,West,5,145.28,726.4
ORD-10476,2024-06-10,Skyler Adams,Printer,Office Supplies,East,2,127.25,254.5
ORD-10477,2024-03-10,Riley Quinn,Desk,Furniture,South,4,209.03,836.12
ORD-10478,2024-07-28,Hayden Cole,Notebook Pack,Office Supplies,South,4,13.0,52.0
ORD-10479,2024-10-16,Alex Rivera,Printer,Office Supplies,West,1,129.84,129.84
ORD-10480,2024-10-02,Cameron Blake,Headphones,Accessories,West,2,76.25,152.5
ORD-10481,2024-10-08,Emerson Walsh,Printer,Office Supplies,East,4,130.84,523.36
ORD-10482,2024-07-06,Finley Grant,Desk Lamp,Office Supplies,East,5,33.64,168.2
ORD-10483,2024-02-22,Avery Chen,Printer,Office Supplies,North,4,130.59,522.36
ORD-10484,2024-02-14,Skyler Adams,Laptop,Electronics,East,3,895.47,2686.41
ORD-10485,2024-12-18,Parker Kim,Mouse,Accessories,South,5,24.26,121.3
ORD-10486,2024-04-15,Jordan Lee,Keyboard,Accessories,North,2,50.57,101.14
ORD-10487,2024-03-27,Drew Santos,Notebook Pack,Office Supplies,North,5,12.71,63.55
ORD-10488,2024-12-13,Taylor Brooks,Headphones,Accessories,West,5,80.57,402.85
ORD-10489,2024-12-01,Casey Nguyen,Chair,Furniture,West,3,156.27,468.81
ORD-10490,2024-05-06,Reese Morgan,Mouse,Accessories,South,3,24.11,72.33
ORD-10491,2024-11-17,Quinn Harper,Keyboard,Accessories,South,3,50.38,151.14
ORD-10492,2024-07-25,Emerson Walsh,Printer,Office Supplies,North,1,124.47,124.47
ORD-10493,2024-06-16,Rowan Pierce,Desk,Furniture,East,4,199.08,796.32
ORD-10494,2024-11-21,Parker Kim,Monitor,Electronics,East,4,255.76,1023.04
ORD-10495,2024-04-18,Hayden Cole,Notebook Pack,Office Supplies,North,4,12.86,51.44
ORD-10496,2024-10-07,Rowan Pierce,Desk,Furniture,West,3,206.56,619.68
ORD-10497,2024-12-15,Jordan Lee,Desk Lamp,Office Supplies,East,3,36.22,108.66
ORD-10498,2024-01-09,Taylor Brooks,Monitor,Electronics,West,4,253.14,1012.56
ORD-10499,2024-04-13,Casey Nguyen,Printer,Office Supplies,North,4,129.42,517.68
ORD-10500,2024-02-17,Parker Kim,Keyboard,Accessories,North,3,51.86,155.58
ORD-10501,2024-01-27,Reese Morgan,Monitor,Electronics,North,2,246.79,493.58
ORD-10502,2024-12-26,Taylor Brooks,Mouse,Accessories,East,1,24.81,24.81
ORD-10503,2024-10-30,Avery Chen,Mouse,Accessories,South,2,24.93,49.86
ORD-10504,2024-03-02,Quinn Harper,Laptop,Electronics,West,3,855.72,2567.16
ORD-10505,2024-02-15,Taylor Brooks,Printer,Office Supplies,East,4,124.41,497.64
ORD-10506,2024-03-11,Reese Morgan,Desk,Furniture,West,3,197.34,592.02
ORD-10507,2024-01-05,Blake Foster,Keyboard,Accessories,West,5,47.83,239.15
ORD-10508,2024-11-17,Casey Nguyen,Printer,Office Supplies,South,2,128.06,256.12
ORD-10509,2024-02-14,Taylor Brooks,Desk Lamp,Office Supplies,West,2,35.64,71.28
ORD-10510,2024-06-28,Quinn Harper,Monitor,Electronics,North,4,252.23,1008.92
ORD-10511,2024-05-07,Finley Grant,Keyboard,Accessories,North,1,48.73,48.73
ORD-10512,2024-04-15,Emerson Walsh,Laptop,Electronics,West,3,931.3,2793.9
ORD-10513,2024-05-02,Hayden Cole,Chair,Furniture,South,1,146.92,146.92
ORD-10514,2024-02-06,Emerson Walsh,Monitor,Electronics,East,5,243.52,1217.6
ORD-10515,2024-07-17,Rowan Pierce,Desk,Furniture,South,2,208.67,417.34
ORD-10516,2024-08-29,Sam Patel,Desk,Furniture,East,2,200.92,401.84
ORD-10517,2024-04-20,Jordan Lee,Desk Lamp,Office Supplies,East,3,33.48,100.44
ORD-10518,2024-07-31,Quinn Harper,Chair,Furniture,South,5,150.09,750.45
ORD-10519,2024-11-11,Casey Nguyen,Monitor,Electronics,North,5,253.5,1267.5
ORD-10520,2024-04-14,Casey Nguyen,Monitor,Electronics,North,5,245.24,1226.2
ORD-10521,2024-06-07,Quinn Harper,Chair,Furniture,West,1,151.29,151.29
ORD-10522,2024-02-29,Skyler Adams,Laptop,Electronics,East,4,876.99,3507.96
ORD-10523,2024-03-02,Alex Rivera,Headphones,Accessories,West,2,81.32,162.64
ORD-10524,2024-09-24,Emerson Walsh,Laptop,Electronics,North,3,869.74,2609.22
ORD-10525,2024-03-01,Alex Rivera,Keyboard,Accessories,North,3,49.35,148.05
ORD-10526,2024-05-14,Rowan Pierce,Chair,Furniture,East,1,146.57,146.57
ORD-10527,2024-01-29,Hayden Cole,Printer,Office Supplies,West,3,129.41,388.23
ORD-10528,2024-10-20,Taylor Brooks,Desk,Furniture,West,1,193.14,193.14
ORD-10529,2024-05-05,Jordan Lee,Notebook Pack,Office Supplies,South,1,12.34,12.34
ORD-10530,2024-04-01,Jordan Lee,Desk,Furniture,South,2,197.65,395.3
ORD-10531,2024-06-12,Jamie Torres,Mouse,Accessories,East,4,24.54,98.16
ORD-10532,2024-12-10,Jordan Lee,Desk Lamp,Office Supplies,West,5,34.54,172.7
ORD-10533,2024-07-24,Sam Patel,Mouse,Accessories,South,1,25.75,25.75
ORD-10534,2024-06-16,Sam Patel,Headphones,Accessories,South,3,82.18,246.54
ORD-10535,2024-10-15,Cameron Blake,Laptop,Electronics,West,3,888.19,2664.57
ORD-10536,2024-04-10,Finley Grant,Printer,Office Supplies,West,4,128.28,513.12
ORD-10537,2024-01-13,Avery Chen,Keyboard,Accessories,North,4,47.52,190.08
ORD-10538,2024-12-02,Reese Morgan,Laptop,Electronics,North,1,940.58,940.58
ORD-10539,2024-08-02,Hayden Cole,Monitor,Electronics,East,2,242.62,485.24
ORD-10540,2024-01-23,Avery Chen,Keyboard,Accessories,South,1,51.05,51.05
ORD-10541,2024-10-24,Taylor Brooks,Desk,Furniture,West,1,199.16,199.16
ORD-10542,2024-02-01,Quinn Harper,Chair,Furniture,West,5,143.61,718.05
ORD-10543,2024-07-20,Drew Santos,Mouse,Accessories,North,3,24.47,73.41
ORD-10544,2024-04-13,Casey Nguyen,Printer,Office Supplies,East,1,127.03,127.03
ORD-10545,2024-08-26,Drew Santos,Keyboard,Accessories,South,4,48.02,192.08
ORD-10546,2024-08-19,Cameron Blake,Monitor,Electronics,South,2,250.89,501.78
ORD-10547,2024-03-21,Cameron Blake,Headphones,Accessories,East,1,82.81,82.81
ORD-10548,2024-03-16,Sam Patel,Mouse,Accessories,West,3,25.83,77.49
ORD-10549,2024-12-12,Cameron Blake,Desk,Furniture,North,1,197.91,197.91
ORD-10550,2024-08-19,Finley Grant,Keyboard,Accessories,West,4,47.65,190.6
ORD-10551,2024-03-03,Alex Rivera,Monitor,Electronics,East,2,249.04,498.08
ORD-10552,2024-07-09,Sam Patel,Mouse,Accessories,North,4,24.07,96.28
ORD-10553,2024-04-11,Skyler Adams,Monitor,Electronics,West,1,238.04,238.04
ORD-10554,2024-03-03,Jordan Lee,Monitor,Electronics,South,3,260.12,780.36
ORD-10555,2024-08-09,Reese Morgan,Laptop,Electronics,South,5,870.11,4350.55
ORD-10556,2024-03-29,Parker Kim,Laptop,Electronics,West,4,889.44,3557.76
ORD-10557,2024-03-17,Jordan Lee,Keyboard,Accessories,West,4,48.87,195.48
ORD-10558,2024-09-02,Jordan Lee,Headphones,Accessories,East,5,79.98,399.9
ORD-10559,2024-04-12,Emerson Walsh,Headphones,Accessories,West,4,79.05,316.2
ORD-10560,2024-07-02,Hayden Cole,Notebook Pack,Office Supplies,South,4,13.37,53.48
ORD-10561,2024-06-13,Reese Morgan,Desk,Furniture,North,5,208.24,1041.2
ORD-10562,2024-04-22,Alex Rivera,Keyboard,Accessories,North,5,47.62,238.1
ORD-10563,2024-09-28,Parker Kim,Laptop,Electronics,West,4,927.77,3711.08
ORD-10564,2024-05-16,Finley Grant,Keyboard,Accessories,East,2,47.99,95.98
ORD-10565,2024-06-30,Morgan Ellis,Mouse,Accessories,West,4,25.18,100.72
ORD-10566,2024-10-29,Alex Rivera,Mouse,Accessories,North,3,25.22,75.66
ORD-10567,2024-04-06,Hayden Cole,Desk Lamp,Office Supplies,North,5,35.21,176.05
ORD-10568,2024-01-29,Avery Chen,Keyboard,Accessories,West,1,49.94,49.94
ORD-10569,2024-06-18,Blake Foster,Laptop,Electronics,West,1,902.37,902.37
ORD-10570,2024-06-14,Jordan Lee,Keyboard,Accessories,East,2,49.19,98.38
ORD-10571,2024-02-26,Emerson Walsh,Keyboard,Accessories,North,2,50.42,100.84
ORD-10572,2024-10-27,Taylor Brooks,Monitor,Electronics,North,4,246.83,987.32
ORD-10573,2024-08-11,Hayden Cole,Headphones,Accessories,North,2,78.57,157.14
ORD-10574,2024-12-21,Blake Foster,Keyboard,Accessories,North,5,51.03,255.15
ORD-10575,2024-07-12,Cameron Blake,Mouse,Accessories,North,2,25.4,50.8
ORD-10576,2024-12-25,Rowan Pierce,Keyboard,Accessories,South,1,48.38,48.38
ORD-10577,2024-06-11,Blake Foster,Desk Lamp,Office Supplies,West,5,33.35,166.75
ORD-10578,2024-03-13,Drew Santos,Desk Lamp,Office Supplies,East,4,33.6,134.4
ORD-10579,2024-03-26,Sam Patel,Mouse,Accessories,North,3,24.61,73.83
ORD-10580,2024-05-07,Sam Patel,Printer,Office Supplies,North,2,123.64,247.28
ORD-10581,2024-01-25,Reese Morgan,Headphones,Accessories,South,1,82.29,82.29
ORD-10582,2024-09-09,Reese Morgan,Chair,Furniture,North,4,157.03,628.12
ORD-10583,2024-10-22,Avery Chen,Notebook Pack,Office Supplies,West,4,12.83,51.32
ORD-10584,2024-05-30,Alex Rivera,Printer,Office Supplies,North,1,124.45,124.45
ORD-10585,2024-06-24,Morgan Ellis,Headphones,Accessories,South,1,83.6,83.6
ORD-10586,2024-02-17,Drew Santos,Keyboard,Accessories,South,5,51.15,255.75
ORD-10587,2024-11-06,Quinn Harper,Laptop,Electronics,West,2,893.81,1787.62
ORD-10588,2024-04-07,Quinn Harper,Laptop,Electronics,North,2,864.1,1728.2
ORD-10589,2024-01-26,Reese Morgan,Headphones,Accessories,South,1,78.37,78.37
ORD-10590,2024-08-06,Sam Patel,Keyboard,Accessories,North,1,47.76,47.76
ORD-10591,2024-01-14,Riley Quinn,Desk Lamp,Office Supplies,West,1,34.92,34.92
ORD-10592,2024-02-29,Cameron Blake,Headphones,Accessories,South,4,83.81,335.24
ORD-10593,2024-02-16,Finley Grant,Printer,Office Supplies,South,3,129.85,389.55
ORD-10594,2024-07-08,Morgan Ellis,Keyboard,Accessories,South,4,49.35,197.4
ORD-10595,2024-05-14,Avery Chen,Laptop,Electronics,North,4,878.69,3514.76
ORD-10596,2024-02-13,Parker Kim,Desk Lamp,Office Supplies,South,1,33.46,33.46
ORD-10597,2024-07-17,Emerson Walsh,Desk Lamp,Office Supplies,South,1,34.04,34.04
ORD-10598,2024-10-20,Avery Chen,Notebook Pack,Office Supplies,South,4,13.23,52.92
ORD-10599,2024-09-14,Rowan Pierce,Headphones,Accessories,West,1,76.62,76.62
ORD-10600,2024-03-29,Morgan Ellis,Monitor,Electronics,West,4,261.22,1044.88
ORD-10601,2024-02-10,Quinn Harper,Mouse,Accessories,West,4,24.06,96.24
ORD-10602,2024-06-12,Sam Patel,Keyboard,Accessories,East,3,51.66,154.98
ORD-10603,2024-06-15,Jamie Torres,Chair,Furniture,South,5,150.84,754.2
ORD-10604,2024-10-27,Emerson Walsh,Laptop,Electronics,South,5,925.78,4628.9
ORD-10605,2024-10-17,Rowan Pierce,Monitor,Electronics,East,2,247.85,495.7
ORD-10606,2024-05-26,Finley Grant,Monitor,Electronics,North,1,251.56,251.56
ORD-10607,2024-10-19,Blake Foster,Chair,Furniture,South,4,146.45,585.8
ORD-10608,2024-03-14,Blake Foster,Laptop,Electronics,South,4,870.49,3481.96
ORD-10609,2024-12-19,Avery Chen,Laptop,Electronics,East,3,890.61,2671.83
ORD-10610,2024-01-11,Drew Santos,Printer,Office Supplies,North,3,135.46,406.38
ORD-10611,2024-12-22,Taylor Brooks,Headphones,Accessories,West,4,78.23,312.92
ORD-10612,2024-06-13,Jamie Torres,Keyboard,Accessories,South,4,48.99,195.96
ORD-10613,2024-08-14,Riley Quinn,Desk Lamp,Office Supplies,South,2,35.5,71.0
ORD-10614,2024-01-29,Emerson Walsh,Printer,Office Supplies,West,3,133.36,400.08
ORD-10615,2024-07-25,Casey Nguyen,Monitor,Electronics,East,5,245.27,1226.35
ORD-10616,2024-01-30,Avery Chen,Keyboard,Accessories,East,2,48.45,96.9
